# Public split — DECISIONS.md #2 (80%, stratified)
needle-httpx-0256	python,httpx
needle-httpx-0257	python,httpx
needle-httpx-0258	python,httpx
needle-httpx-0259	python,httpx
needle-httpx-0260	python,httpx
needle-httpx-0261	python,httpx
needle-httpx-0262	python,httpx
needle-httpx-0263	python,httpx
needle-httpx-0264	python,httpx
needle-httpx-0265	python,httpx
needle-httpx-0266	python,httpx
needle-httpx-0267	python,httpx
needle-httpx-0268	python,httpx
needle-httpx-0269	python,httpx
needle-httpx-0270	python,httpx
needle-httpx-0271	python,httpx
needle-httpx-0272	python,httpx
needle-httpx-0273	python,httpx
needle-httpx-0274	python,httpx
needle-httpx-0275	python,httpx
needle-httpx-0276	python,httpx
needle-httpx-0277	python,httpx
needle-httpx-0278	python,httpx
needle-httpx-0279	python,httpx
needle-rich-0100	python,rich
needle-rich-0101	python,rich
needle-rich-0102	python,rich
needle-rich-0103	python,rich
needle-rich-0104	python,rich
needle-rich-0105	python,rich
needle-rich-0106	python,rich
needle-rich-0107	python,rich
needle-rich-0108	python,rich
needle-rich-0109	python,rich
needle-rich-0110	python,rich
needle-rich-0111	python,rich
needle-rich-0112	python,rich
needle-rich-0113	python,rich
needle-rich-0114	python,rich
needle-rich-0115	python,rich
needle-rich-0116	python,rich
needle-rich-0117	python,rich
needle-rich-0118	python,rich
needle-rich-0119	python,rich
needle-rich-0120	python,rich
needle-rich-0121	python,rich
needle-rich-0122	python,rich
needle-rich-0123	python,rich
needle-rich-0124	python,rich
needle-rich-0125	python,rich
needle-rich-0126	python,rich
needle-rich-0127	python,rich
needle-rich-0128	python,rich
needle-rich-0129	python,rich
needle-rich-0130	python,rich
needle-rich-0131	python,rich
needle-rich-0132	python,rich
needle-rich-0133	python,rich
needle-rich-0134	python,rich
needle-rich-0135	python,rich
needle-rich-0136	python,rich
needle-rich-0137	python,rich
needle-rich-0138	python,rich
needle-rich-0139	python,rich
needle-rich-0140	python,rich
needle-rich-0141	python,rich
needle-rich-0142	python,rich
needle-rich-0143	python,rich
needle-rich-0144	python,rich
needle-rich-0145	python,rich
needle-rich-0146	python,rich
needle-rich-0147	python,rich
needle-rich-0148	python,rich
needle-rich-0149	python,rich
needle-rich-0150	python,rich
needle-rich-0151	python,rich
needle-rich-0152	python,rich
needle-rich-0153	python,rich
needle-rich-0154	python,rich
needle-rich-0155	python,rich
needle-rich-0156	python,rich
needle-rich-0157	python,rich
needle-rich-0158	python,rich
needle-rich-0159	python,rich
needle-rich-0160	python,rich
needle-rich-0161	python,rich
needle-rich-0162	python,rich
needle-rich-0163	python,rich
needle-rich-0164	python,rich
needle-rich-0165	python,rich
needle-rich-0166	python,rich
needle-rich-0167	python,rich
needle-rich-0168	python,rich
needle-rich-0169	python,rich
needle-rich-0170	python,rich
needle-rich-0171	python,rich
needle-rich-0172	python,rich
needle-rich-0173	python,rich
needle-rich-0174	python,rich
needle-rich-0175	python,rich
needle-rich-0176	python,rich
needle-rich-0177	python,rich
needle-rich-0178	python,rich
needle-rich-0179	python,rich
